year week SMN SMT VCI TCI VHI
1992 33 0.353 298.85 31.06 14.36 22.71
1992 34 0.331 297.68 25.13 15.31 20.22
1992 35 0.305 295.84 21.11 23.50 22.30
1992 36 0.277 293.16 18.50 41.50 30.00
1992 37 0.252 290.67 17.76 56.19 36.98
1992 38 0.229 288.64 15.64 62.93 39.28
1992 39 0.208 285.80 12.79 78.61 45.70
1992 40 0.192 282.90 11.78 89.72 50.75
1992 41 0.174 280.43 11.36 91.28 51.32
1992 42 0.149 278.12 8.74 88.79 48.77
1992 43 0.120 275.54 5.35 83.86 44.61
1992 44 0.096 273.01 4.17 72.84 38.50
1992 45 0.083 270.77 5.10 62.01 33.56
1992 46 0.072 269.04 7.35 52.98 30.17
1992 47 0.063 267.12 10.80 48.72 29.76
1992 48 0.058 265.75 15.53 46.97 31.25
1992 49 0.053 264.03 16.70 47.64 32.17
1992 50 0.052 263.49 21.00 44.03 32.52
1992 51 0.055 263.91 29.64 36.23 32.94
1992 52 0.059 263.81 37.18 32.64 34.91
1993 01 0.061 263.66 42.01 29.59 35.80
1993 02 0.063 264.20 44.72 26.29 35.51
1993 03 0.068 265.59 48.82 21.50 35.16
1993 04 0.074 266.79 54.03 19.47 36.75
1993 05 0.078 267.13 54.91 23.89 39.40
1993 06 0.078 266.16 49.62 34.24 41.93
1993 07 0.074 265.25 40.82 43.56 42.19
1993 08 0.067 264.29 32.52 53.52 43.02
1993 09 0.065 263.74 27.61 62.31 44.96
1993 10 0.062 262.75 21.80 73.98 47.89
1993 11 0.063 262.45 16.93 81.65 49.29
1993 12 0.071 263.11 14.53 87.38 50.96
1993 13 0.081 265.00 10.60 91.73 51.16
1993 14 0.098 267.98 8.04 95.08 51.56
1993 15 0.126 273.38 9.26 96.07 52.67
1993 16 0.168 280.11 16.37 91.27 53.82
1993 17 0.217 285.50 25.52 79.77 52.64
1993 18 0.266 288.85 33.33 72.61 52.97
1993 19 0.312 290.44 39.87 73.52 56.69
1993 20 0.352 291.72 44.15 73.36 58.75
1993 21 0.387 293.05 50.48 67.85 59.16
1993 22 0.411 293.84 54.97 62.78 58.88
1993 23 0.424 294.02 56.06 63.01 59.53
1993 24 0.430 293.91 55.40 66.33 60.86
1993 25 0.434 293.84 55.85 70.16 63.01
1993 26 0.433 293.78 54.46 72.03 63.24
1993 27 0.433 293.91 55.62 73.14 64.38
1993 28 0.434 294.32 59.44 70.87 65.15
1993 29 0.436 294.85 64.57 67.58 66.08
1993 30 0.436 295.35 68.39 64.57 66.48
1993 31 0.435 295.20 70.46 66.17 68.31
1993 32 0.426 294.41 69.32 72.16 70.74
1993 33 0.412 293.41 66.13 77.41 71.77
1993 34 0.395 292.13 62.84 83.90 73.37
1993 35 0.378 290.99 61.89 84.58 73.23
1993 36 0.358 289.58 61.67 85.57 73.62
1993 37 0.332 288.46 60.22 82.70 71.46
1993 38 0.300 287.32 53.92 79.23 66.58
1993 39 0.269 286.03 46.93 73.72 60.33
1993 40 0.239 284.35 40.11 68.43 54.27
1993 41 0.209 282.17 34.33 67.29 50.81
1993 42 0.183 279.75 31.69 68.40 50.04
1993 43 0.161 277.14 33.38 67.26 50.32
1993 44 0.151 274.34 40.81 61.06 50.94
1993 45 0.143 271.97 46.98 53.52 50.25
1993 46 0.144 270.19 55.26 46.12 50.69
1993 47 0.144 269.17 60.84 37.97 49.40
1993 48 0.146 268.52 65.77 34.17 49.97
1993 49 0.146 268.15 67.60 30.58 49.09
1993 50 0.143 268.54 70.17 24.08 47.13
1993 51 0.141 268.61 72.80 17.91 45.35
1993 52 0.139 268.55 75.29 14.69 44.99
1994 01 0.135 267.97 77.65 12.91 45.28
1994 02 0.084 266.88 65.68 15.05 40.36
1994 03 0.088 265.99 69.72 19.35 44.53
1994 04 0.087 265.63 68.06 23.44 45.75
1994 05 0.086 264.84 62.68 32.13 47.40
1994 06 0.083 264.73 54.24 39.02 46.63
1994 07 0.082 265.18 46.85 43.01 44.93
1994 08 0.084 266.95 42.72 42.28 42.50
1994 09 0.089 268.61 41.55 42.69 42.12
1994 10 0.096 271.40 39.94 40.44 40.19
1994 11 0.105 274.35 38.08 35.58 36.83
1994 12 0.117 277.16 37.62 36.08 36.85
1994 13 0.137 280.44 39.42 34.01 36.71
1994 14 0.156 283.29 38.62 32.03 35.33
1994 15 0.181 285.50 39.03 36.79 37.91
1994 16 0.215 287.68 41.18 42.05 41.61
1994 17 0.252 289.55 43.64 46.65 45.15
1994 18 0.289 290.33 45.49 58.87 52.18
1994 19 0.326 290.68 47.49 71.05 59.27
1994 20 0.360 290.83 48.87 80.92 64.89
1994 21 0.391 291.28 52.99 83.73 68.36
1994 22 0.419 291.42 60.17 84.98 72.57
1994 23 0.444 291.84 69.64 83.24 76.44
1994 24 0.465 292.45 77.93 80.28 79.10
1994 25 0.480 293.41 84.18 74.61 79.40
1994 26 0.487 294.48 86.89 64.53 75.71
1994 27 0.483 294.93 85.60 62.03 73.82
1994 28 0.473 295.39 82.99 59.50 71.25
1994 29 0.460 295.90 78.42 56.71 67.56
1994 30 0.441 295.96 71.10 58.48 64.79
1994 31 0.418 295.61 61.53 62.01 61.77
1994 32 0.394 294.86 50.81 67.31 59.06
1994 33 0.375 293.84 43.45 72.37 57.91
1994 34 0.363 293.06 43.82 72.32 58.07
1994 35 0.358 292.53 50.27 65.24 57.75
1994 36 0.367 292.52 65.55 49.70 57.62
1995 07 0.097 272.25 54.06 15.14 34.60
1995 08 0.107 275.13 55.09 10.44 32.76
1995 09 0.115 277.24 55.21 9.04 32.13
1995 10 0.124 279.00 54.26 9.78 32.02
1995 11 0.130 280.12 51.18 10.93 31.05
1995 12 0.138 280.84 48.10 19.98 34.04
1995 13 0.149 281.81 45.71 27.47 36.59
1995 14 0.168 283.67 45.20 30.13 37.66
1995 15 0.189 285.74 43.32 34.91 39.11
1995 16 0.218 288.21 42.88 37.95 40.41
1995 17 0.250 289.50 42.39 47.53 44.96
1995 18 0.290 290.90 45.97 53.83 49.90
1995 19 0.333 292.28 51.40 55.57 53.48
1995 20 0.370 293.28 54.86 57.69 56.27
1995 21 0.402 294.49 59.61 53.15 56.38
1995 22 0.428 295.75 65.54 43.65 54.60
1995 23 0.446 296.33 70.66 40.05 55.35
1995 24 0.459 296.55 74.78 39.54 57.16
1995 25 0.463 296.52 74.56 41.55 58.05
1995 26 0.465 296.66 74.51 40.38 57.44
1995 27 0.462 296.94 73.58 39.57 56.58
1995 28 0.458 297.28 74.73 38.12 56.42
1995 29 0.450 297.36 72.80 40.01 56.40
1995 30 0.442 297.24 71.64 44.44 58.04
1995 31 0.435 296.93 70.63 47.58 59.11
1995 32 0.429 296.58 70.54 48.22 59.38
1995 33 0.415 296.15 67.30 45.69 56.50
1995 34 0.403 295.70 66.67 40.03 53.35
1995 35 0.387 294.96 65.98 35.03 50.50
1995 36 0.374 293.70 69.39 34.61 52.00
1995 37 0.355 292.09 71.37 37.94 54.66
1995 38 0.339 290.34 73.64 39.25 56.45
1995 39 0.322 288.86 75.84 33.83 54.83
1995 40 0.305 287.37 79.88 27.10 53.49
1995 41 0.285 285.78 82.78 20.23 51.51
1995 42 0.257 283.41 79.78 25.83 52.80
1995 43 0.226 280.59 74.40 33.20 53.80
1995 44 0.189 277.34 64.88 33.98 49.43
1995 45 0.155 274.24 55.76 36.57 46.16
1995 46 0.127 271.67 48.99 36.72 42.85
1995 47 0.107 269.64 46.21 35.49 40.85
1995 48 0.091 267.95 41.57 36.88 39.23
1995 49 0.080 266.12 36.97 38.90 37.94
1995 50 0.068 264.18 29.95 41.03 35.49
1995 51 0.058 262.17 24.65 42.45 33.55
1995 52 0.051 259.87 21.11 46.75 33.93
1996 01 0.046 257.78 18.99 50.89 34.94
1996 02 0.042 256.93 15.82 53.81 34.81
1996 03 0.035 256.70 11.73 56.37 34.05
1996 04 0.031 255.87 9.80 62.26 36.03
1996 05 0.028 255.63 8.30 67.77 38.04
1996 06 0.025 255.30 6.20 74.71 40.46
1996 07 0.024 255.61 4.98 79.08 42.03
1996 08 0.024 257.04 3.98 79.89 41.94
1996 09 0.023 258.71 3.19 79.96 41.57
1996 10 0.030 261.85 3.69 77.06 40.38
1996 11 0.039 264.90 4.36 74.34 39.35
1996 12 0.054 268.44 5.39 73.35 39.37
1996 13 0.076 272.27 7.42 73.20 40.31
1996 14 0.107 276.34 11.93 72.54 42.24
1996 15 0.147 281.46 20.14 64.66 42.40
1996 16 0.194 286.21 30.00 52.89 41.45
1996 17 0.246 289.99 40.58 42.17 41.38
1996 18 0.297 293.10 49.33 31.35 40.34
1996 19 0.346 295.02 58.14 27.30 42.72
1996 20 0.389 296.77 65.16 22.02 43.59
1996 21 0.420 298.07 70.07 17.33 43.70
1996 22 0.434 298.51 68.49 16.88 42.69
1996 23 0.442 298.83 66.74 16.36 41.55
1996 24 0.446 298.93 64.49 16.66 40.58
1996 25 0.446 298.55 61.78 21.09 41.43
1996 26 0.442 298.04 58.75 26.14 42.45
1996 27 0.435 297.47 55.29 34.16 44.73
1996 28 0.429 296.90 55.71 42.25 48.98
1996 29 0.421 296.42 55.57 50.22 52.90
1996 30 0.409 295.90 53.34 58.77 56.05
1996 31 0.404 295.64 53.43 61.58 57.51
1996 32 0.400 295.44 54.52 60.95 57.73
1996 33 0.395 295.01 56.03 59.03 57.53
1996 34 0.383 294.21 56.08 58.93 57.50
1996 35 0.362 292.75 52.81 63.84 58.32
1996 36 0.340 290.59 51.47 75.14 63.31
1996 37 0.324 288.74 55.27 80.92 68.09
1996 38 0.311 287.68 58.94 75.65 67.30
1996 39 0.295 286.84 61.18 63.27 62.23
1996 40 0.273 285.59 60.33 51.83 56.08
1996 41 0.247 283.99 57.97 43.76 50.86
1996 42 0.209 281.67 47.61 46.63 47.12
1996 43 0.171 279.02 38.15 49.56 43.85
1996 44 0.142 275.97 33.92 46.82 40.37
1996 45 0.117 271.98 29.77 53.67 41.72
1996 46 0.091 267.20 22.14 64.18 43.16
1996 47 0.068 262.42 15.22 72.49 43.85
1996 48 0.054 259.63 11.13 74.11 42.62
1996 49 0.047 258.65 9.10 69.35 39.23
1996 50 0.047 258.89 12.84 62.14 37.49
1996 51 0.054 260.22 23.70 50.65 37.17
1996 52 0.060 261.52 33.18 41.47 37.33
1997 01 0.069 262.84 46.97 32.90 39.94
1997 02 0.077 264.20 54.61 26.19 40.40
1997 03 0.084 265.64 60.54 21.13 40.83
1997 04 0.093 267.65 68.09 15.64 41.86
1997 05 0.107 269.43 76.44 14.55 45.49
1997 06 0.121 270.82 79.72 16.08 47.90
1997 07 0.129 272.49 76.23 15.09 45.66
1997 08 0.134 274.23 71.48 14.28 42.88
1997 09 0.139 275.90 67.94 14.58 41.26
1997 10 0.145 277.75 64.84 15.31 40.08
1997 11 0.153 279.74 61.99 13.04 37.52
1997 12 0.156 281.85 56.71 15.83 36.27
1997 13 0.166 283.88 53.67 17.53 35.60
1997 14 0.175 285.22 48.62 21.35 34.99
1997 15 0.187 286.68 42.11 28.72 35.41
1997 16 0.208 288.27 37.17 37.83 37.50
1997 17 0.234 289.73 34.32 45.41 39.87
1997 18 0.263 290.90 31.55 53.47 42.51
1997 19 0.296 291.90 30.31 59.14 44.72
1997 20 0.329 292.82 30.60 61.98 46.29
1997 21 0.360 293.05 33.12 67.20 50.16
1997 22 0.388 292.78 38.51 72.65 55.58
1997 23 0.416 293.17 49.58 70.84 60.21
1997 24 0.443 293.82 63.94 66.89 65.41
1997 25 0.455 294.01 70.78 68.03 69.40
1997 26 0.460 294.02 72.81 69.03 70.92
1997 27 0.447 293.40 65.56 78.05 71.81
1997 28 0.432 292.93 59.26 85.51 72.39
1997 29 0.423 292.87 57.72 88.88 73.30
1997 30 0.419 292.93 59.33 89.96 74.64
1997 31 0.417 293.10 61.03 88.51 74.77
1997 32 0.415 292.99 62.93 87.68 75.31
1997 33 0.411 292.64 64.82 86.53 75.67
1997 34 0.403 292.14 66.92 84.97 75.94
1997 35 0.394 291.33 70.71 82.46 76.58
1997 36 0.384 290.49 75.13 76.63 75.88
1997 37 0.370 289.42 79.70 72.47 76.09
1997 38 0.350 288.11 80.20 69.85 75.02
1997 39 0.323 286.28 76.68 71.24 73.96
1997 40 0.285 283.85 68.15 76.40 72.27
1997 41 0.252 281.57 61.29 76.25 68.77
1997 42 0.222 279.07 56.31 77.56 66.94
1997 43 0.192 276.16 52.48 77.75 65.12
1997 44 0.160 272.79 47.05 74.89 60.97
1997 45 0.125 268.73 36.24 76.98 56.61
1997 46 0.090 264.56 22.87 79.94 51.40
1997 47 0.069 261.50 17.19 77.80 47.49
1997 48 0.059 258.61 16.17 79.28 47.72
1997 49 0.054 256.37 16.82 78.70 47.76
1997 50 0.051 255.10 19.09 76.70 47.89
1997 51 0.051 254.73 25.19 71.61 48.40
1997 52 0.055 255.24 32.95 64.93 48.94
1998 01 0.062 256.49 42.93 57.16 50.05
1998 02 0.071 258.99 52.70 47.13 49.91
1998 03 0.079 261.97 60.11 36.17 48.14
1998 04 0.088 264.48 66.55 28.70 47.63
1998 05 0.095 266.27 68.21 27.20 47.71
1998 06 0.102 267.82 67.18 27.80 47.49
1998 07 0.104 268.95 60.80 29.10 44.95
1998 08 0.105 270.20 55.52 30.52 43.02
1998 09 0.105 270.66 50.03 35.39 42.71
1998 10 0.106 271.03 44.55 42.08 43.32
1998 11 0.106 271.69 38.38 46.47 42.43
1998 12 0.111 272.94 33.90 53.35 43.62
1998 13 0.126 275.09 33.26 58.14 45.70
1998 14 0.151 278.18 35.36 59.89 47.62
1998 15 0.191 281.88 43.84 60.01 51.92
1998 16 0.238 285.48 53.54 57.29 55.41
1998 17 0.283 288.26 59.84 56.19 58.01
1998 18 0.316 289.86 59.77 62.41 61.09
1998 19 0.347 291.29 58.90 64.57 61.74
1998 20 0.373 292.29 56.41 66.74 61.57
1998 21 0.400 293.19 58.09 65.51 61.80
1998 22 0.419 293.70 59.51 63.50 61.51
1998 23 0.433 294.14 61.40 61.37 61.38
1998 24 0.441 294.43 62.28 60.80 61.54
1998 25 0.447 294.40 64.16 64.08 64.12
1998 26 0.448 294.28 63.42 66.61 65.01
1998 27 0.447 294.43 64.22 67.48 65.85
1998 28 0.452 295.15 70.46 61.89 66.18
1998 29 0.458 296.04 77.43 54.73 66.08
1998 30 0.460 296.51 81.23 52.40 66.82
1998 31 0.450 296.24 79.14 55.25 67.20
1998 32 0.436 295.56 74.91 59.78 67.34
1998 33 0.420 294.53 70.60 64.86 67.73
1998 34 0.409 293.66 70.28 66.27 68.28
1998 35 0.398 293.15 72.71 59.20 65.96
1998 36 0.380 291.94 72.62 58.14 65.38
1998 37 0.363 290.49 75.53 58.94 67.24
1998 38 0.344 289.01 76.70 57.94 67.32
1998 39 0.320 286.81 75.07 63.81 69.44
1998 40 0.290 284.23 70.93 71.47 71.20
1998 41 0.256 281.72 64.24 74.72 69.48
1998 42 0.224 279.17 57.56 76.74 67.15
1998 43 0.193 276.45 52.67 75.05 63.86
1998 44 0.159 272.66 45.78 76.09 60.93
1998 45 0.125 268.83 35.19 76.30 55.74
1998 46 0.096 264.70 25.23 79.51 52.37
1998 47 0.081 261.27 24.17 79.39 51.78
1998 48 0.070 259.37 23.80 75.78 49.79
1998 49 0.060 257.82 20.05 72.36 46.20
1998 50 0.054 256.27 19.93 71.41 45.67
1998 51 0.049 256.43 20.61 64.20 42.41
1998 52 0.046 256.79 21.30 57.96 39.63
1999 01 0.044 256.86 21.14 54.27 37.70
1999 02 0.045 256.55 23.52 55.27 39.39
1999 03 0.048 255.95 28.41 59.24 43.82
1999 04 0.052 255.49 33.42 63.12 48.27
1999 05 0.057 255.15 36.60 68.50 52.55
1999 06 0.062 256.24 36.75 70.47 53.61
1999 07 0.068 258.72 36.89 67.72 52.30
1999 08 0.078 261.93 38.78 61.94 50.36
1999 09 0.091 266.14 41.84 52.16 47.00
1999 10 0.111 270.45 46.97 43.61 45.29
1999 11 0.135 274.23 53.45 35.69 44.57
1999 12 0.161 278.56 59.34 29.82 44.58
1999 13 0.186 281.98 64.51 26.35 45.43
1999 14 0.211 284.24 67.92 26.55 47.24
1999 15 0.239 286.25 71.00 31.20 51.10
1999 16 0.273 288.42 72.50 35.92 54.21
1999 17 0.310 290.05 74.30 42.36 58.33
1999 18 0.350 291.14 77.99 51.30 64.64
1999 19 0.385 292.39 80.35 54.36 67.36
1999 20 0.417 293.71 81.54 53.30 67.42
1999 21 0.442 295.25 84.10 45.60 64.85
1999 22 0.456 296.42 83.71 37.22 60.47
1999 23 0.461 297.20 80.92 31.81 56.36
1999 24 0.464 297.96 77.49 25.62 51.55
1999 25 0.460 298.39 72.54 22.01 47.28
1999 26 0.450 298.27 64.75 22.80 43.78
1999 27 0.436 297.77 56.53 30.07 43.30
1999 28 0.423 297.30 52.18 37.27 44.73
1999 29 0.410 296.95 48.81 43.97 46.39
1999 30 0.396 296.58 46.20 51.20 48.70
1999 31 0.385 295.92 42.47 58.44 50.45
1999 32 0.379 295.12 40.94 64.55 52.75
1999 33 0.379 294.73 45.21 62.55 53.88
1999 34 0.381 294.43 53.58 56.41 55.00
1999 35 0.373 293.55 58.30 53.84 56.07
1999 36 0.363 292.86 63.40 45.88 54.64
1999 37 0.347 292.40 67.46 33.90 50.68
1999 38 0.319 291.32 63.48 25.87 44.68
1999 39 0.282 289.10 53.41 30.32 41.87
1999 40 0.247 285.86 44.75 48.30 46.53
1999 41 0.214 282.37 36.76 65.62 51.19
1999 42 0.183 279.82 30.90 68.50 49.70
1999 43 0.153 277.08 26.39 68.23 47.31
1999 44 0.124 274.12 22.05 61.67 41.86
1999 45 0.101 270.95 17.41 59.51 38.46
1999 46 0.080 268.57 12.97 54.88 33.93
1999 47 0.063 266.95 9.67 49.14 29.40
1999 48 0.050 265.22 7.04 49.29 28.16
1999 49 0.044 264.17 6.70 46.89 26.79
1999 50 0.038 263.91 6.01 41.99 24.00
1999 51 0.032 263.38 4.83 37.79 21.31
1999 52 0.030 262.34 5.65 37.62 21.64
2000 01 0.031 260.53 9.35 40.70 25.03
2000 02 0.033 259.87 11.02 42.35 26.69
2000 03 0.034 260.13 14.09 42.43 28.26
2000 04 0.037 260.51 18.05 43.56 30.80
2000 05 0.040 260.89 20.68 47.13 33.90
2000 06 0.044 261.87 22.09 49.83 35.96
2000 07 0.047 264.00 21.34 47.52 34.43
2000 08 0.053 266.26 22.51 45.12 33.82
2000 09 0.062 267.88 25.53 45.93 35.73
2000 10 0.073 269.95 27.02 46.54 36.78
2000 11 0.084 272.67 27.40 43.34 35.37
2000 12 0.096 275.77 26.76 42.99 34.88
2000 13 0.113 278.97 26.47 42.01 34.24
2000 14 0.136 282.09 27.73 39.87 33.80
2000 15 0.172 285.33 33.31 37.78 35.55
2000 16 0.219 288.06 42.96 38.60 40.78
2000 17 0.276 290.25 55.98 40.19 48.09
2000 18 0.321 291.75 62.07 44.97 53.52
2000 19 0.351 292.86 60.69 49.47 55.08
2000 20 0.375 293.94 56.90 50.91 53.91
2000 21 0.398 294.95 56.32 48.61 52.46
2000 22 0.415 295.49 56.23 46.49 51.36
2000 23 0.429 295.88 57.63 44.75 51.19
2000 24 0.439 296.00 60.51 45.47 52.99
2000 25 0.441 295.87 60.05 48.89 54.47
2000 26 0.435 295.50 55.16 53.40 54.28
2000 27 0.425 295.02 50.06 60.86 55.46
2000 28 0.413 294.59 46.35 67.77 57.06
2000 29 0.403 294.38 45.46 72.61 59.04
2000 30 0.399 294.47 48.27 73.83 61.05
2000 31 0.391 294.18 46.66 77.07 61.87
2000 32 0.379 293.57 41.91 81.13 61.52
2000 33 0.367 293.19 38.98 79.92 59.45
2000 34 0.347 292.42 34.80 80.93 57.87
2000 35 0.321 290.83 30.61 86.61 58.61
2000 36 0.300 289.42 31.22 86.85 59.03
2000 37 0.283 288.36 34.50 83.46 58.98
2000 38 0.267 287.81 36.27 73.06 54.67
2000 39 0.251 287.32 36.57 56.01 46.29
2000 40 0.231 286.68 35.22 36.53 35.87
2000 41 0.204 285.43 31.03 24.66 27.84
2000 42 0.172 283.89 24.76 20.23 22.49
2000 43 0.141 282.09 20.81 18.02 19.42
2000 44 0.109 280.04 15.59 9.43 12.51
2000 45 0.086 278.11 13.18 8.02 10.60
2000 46 0.073 276.38 14.29 8.12 11.20
2000 47 0.061 274.73 15.76 8.88 12.32
2000 48 0.055 273.55 17.95 11.34 14.65
2000 49 0.056 272.26 21.03 13.70 17.37
2000 50 0.054 270.53 22.96 16.20 19.58
2000 51 0.051 268.79 23.96 16.95 20.46
2000 52 0.067 267.36 39.10 18.60 28.85
2001 01 0.079 265.70 57.29 20.77 39.03
2001 02 0.076 263.92 54.70 26.14 40.42
2001 03 0.074 262.76 53.46 31.86 42.66
2001 04 0.073 263.19 52.55 33.31 42.93
